data/marbling_dataset_v2/L0/37.png,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,6.0,0
data/marbling_dataset_v2/L0/34.png,3.0,1.0,0.0,0.0,1.0,9.0,0.0,5.0,2.0,2.0,7.0,11.0,0
data/marbling_dataset_v2/L0/24.png,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0
data/marbling_dataset_v2/L0/23.png,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0
data/marbling_dataset_v2/L0/52.png,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,0
data/marbling_dataset_v2/L0/4.png,0.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,2.0,9.0,0
data/marbling_dataset_v2/L0/58.png,31.0,22.0,13.0,6.0,37.0,23.0,13.0,25.0,43.0,8.0,7.0,34.0,0
data/marbling_dataset_v2/L0/30.png,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0
data/marbling_dataset_v2/L0/51.png,3.0,7.0,0.0,2.0,2.0,10.0,2.0,5.0,2.0,1.0,1.0,12.0,0
data/marbling_dataset_v2/L0/10.png,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0
data/marbling_dataset_v2/L0/49.png,0.0,3.0,1.0,0.0,0.0,8.0,1.0,13.0,6.0,0.0,2.0,20.0,0
data/marbling_dataset_v2/L0/9.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0
data/marbling_dataset_v2/L0/55.png,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0
data/marbling_dataset_v2/L0/54.png,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
data/marbling_dataset_v2/L0/17.png,7.0,4.0,2.0,1.0,3.0,6.0,1.0,6.0,5.0,1.0,3.0,11.0,0
data/marbling_dataset_v2/L0/18.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0
data/marbling_dataset_v2/L0/6.png,1.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,4.0,9.0,0
data/marbling_dataset_v2/L0/41.png,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0
data/marbling_dataset_v2/L0/42.png,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
data/marbling_dataset_v2/L0/11.png,6.0,10.0,4.0,6.0,10.0,10.0,2.0,7.0,16.0,11.0,6.0,29.0,0
data/marbling_dataset_v2/L0/29.png,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0
data/marbling_dataset_v2/L0/56.png,0.0,1.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,2.0,0
data/marbling_dataset_v2/L0/1.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
data/marbling_dataset_v2/L0/31.png,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,9.0,0
data/marbling_dataset_v2/L0/25.png,3.0,1.0,1.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,11.0,16.0,0
data/marbling_dataset_v2/L0/8.png,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,0
data/marbling_dataset_v2/L0/14.png,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0
data/marbling_dataset_v2/L0/50.png,0.0,3.0,2.0,0.0,0.0,6.0,1.0,5.0,1.0,1.0,2.0,21.0,0
data/marbling_dataset_v2/L0/39.png,5.0,1.0,0.0,1.0,0.0,5.0,1.0,10.0,0.0,0.0,1.0,4.0,0
data/marbling_dataset_v2/L0/47.png,1.0,3.0,1.0,2.0,1.0,6.0,0.0,5.0,4.0,0.0,0.0,18.0,0
data/marbling_dataset_v2/L0/44.png,1.0,1.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0,12.0,0
data/marbling_dataset_v2/L0/7.png,15.0,13.0,1.0,1.0,5.0,14.0,5.0,25.0,19.0,0.0,9.0,36.0,0
data/marbling_dataset_v2/L0/20.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
data/marbling_dataset_v2/L0/53.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0
data/marbling_dataset_v2/L0/22.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0
data/marbling_dataset_v2/L0/5.png,15.0,12.0,8.0,2.0,10.0,19.0,2.0,15.0,14.0,0.0,5.0,20.0,0
data/marbling_dataset_v2/L0/36.png,0.0,3.0,0.0,0.0,0.0,5.0,0.0,8.0,1.0,0.0,3.0,8.0,0
